epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,53.6982,1.09525,0.75057,1.23167,0.95102,0.86461,0.93108,0.52018,1.46925,0.77476,1.51218,0.000551611,0.000551611,0.000551611
